1119830559621091329		http://twitter.com/GroovyGrapesTWT/status/1119830559621091329	The latest The Groovy Grapes Daily! https://t.co/Jo0D7n1Tp0 Thanks to @refashionista @Frankie0331 @JSpencerFleming #ottcity #collegecheatingscandal	@GroovyGrapesTWT	Groovy Grapes	Canada	Ontario	Ottawa	Neutral	Joy	Twitter						The latest The Groovy Grapes Daily! https://t.co/Jo0D7n1Tp0 Thanks to @refashionista @Frankie0331 @JSpencerFleming #ottcity #collegecheatingscandal	Tweet		
1119908870678249473		http://twitter.com/Legaleagle24/status/1119908870678249473	RT @SholaMos1 #WhitePrivilege is #inequality & #racist! Rewarding #FelicityHuffman in #CollegeCheatingScandal with light sentence but criminalizing black mothers #TanyaMcDowell #kellerwilliams isn't justice! 😡I'm DONE with underprivileged people of colour being scapegoats #admissionsscandal https://t.co/787VPPWhRF	@Legaleagle24	WEPChristine	United Kingdom	Greater London	London	Negative	Disgust	Twitter						"RT @SholaMos1 #WhitePrivilege is #inequality & #racist!

Rewarding #FelicityHuffman in #CollegeCheatingScandal with light sentence but criminalizing black mothers #TanyaMcDowell #kellerwilliams isn't justice!

😡I'm DONE with underprivileged people of colour being scapegoats #admissionsscandal https://t.co/787VPPWhRF"	Retweet		
1119777725009530880		http://twitter.com/DougieKingxx/status/1119777725009530880	RT @DougieKingxx @treydayway This is me late to class if my family bribe my way to college #CollegeCheatingScandal https://t.co/dyem46WlDJ	@DougieKingxx	Dougiekingxx (DK)✈				Neutral	Joy	Twitter						"RT @DougieKingxx @treydayway This is me late to class if my family bribe my way to college
#CollegeCheatingScandal https://t.co/dyem46WlDJ"	Retweet		
1119800777826979841		http://twitter.com/jolynn/status/1119800777826979841	RT @BlaisMaggie Being a single mom with 2 kids currently in college and one that just graduated from college this #collegeadmissionscandal #CollegeCheatingScandal irks the FUCK out of me! What happened to working really hard to get into college?!? DISGUSTED with the parents and kids!	@jolynn	JoLynn Masuhr	United States of America	California		Negative	Sadness	Twitter	F					RT @BlaisMaggie Being a single mom with 2 kids currently in college and one that just graduated from college this #collegeadmissionscandal #CollegeCheatingScandal irks the FUCK out of me! What happened to working really hard to get into college?!? DISGUSTED with the parents and kids!	Retweet		
1119865280782581760		http://twitter.com/DameClaraM/status/1119865280782581760	RT @SholaMos1 #WhitePrivilege is #inequality & #racist! Rewarding #FelicityHuffman in #CollegeCheatingScandal with light sentence but criminalizing black mothers #TanyaMcDowell #kellerwilliams isn't justice! 😡I'm DONE with underprivileged people of colour being scapegoats #admissionsscandal https://t.co/787VPPWhRF	@DameClaraM	Dame Clara	United Kingdom	Greater London	London	Negative	Disgust	Twitter	F					"RT @SholaMos1 #WhitePrivilege is #inequality & #racist!

Rewarding #FelicityHuffman in #CollegeCheatingScandal with light sentence but criminalizing black mothers #TanyaMcDowell #kellerwilliams isn't justice!

😡I'm DONE with underprivileged people of colour being scapegoats #admissionsscandal https://t.co/787VPPWhRF"	Retweet		
1120000005106847747		http://twitter.com/EndAIPAC/status/1120000005106847747	@MelBlac76165780 @RT_com My theory: Rich people with lazy, dumb kids need them to make their own money so they don't have to pay for their over-indulgant lifestyle so they create useless positions like talk-tanks. CEO's have to hire consultants? The #CollegeCheatingScandal proves it.	@EndAIPAC	🚫AIPAC				Negative	Anger	Twitter						@MelBlac76165780 @RT_com My theory: Rich people with lazy, dumb kids need them to make their own money so they don't have to pay for their over-indulgant lifestyle so they create useless positions like talk-tanks. CEO's have to hire consultants? The #CollegeCheatingScandal proves it.	Reply		
1120021722294554625		http://twitter.com/EfteeB/status/1120021722294554625	RT @TalbertSwan Remember Tanya McDowell? She got 12 yrs for sending her 6 yr old son to Norwalk CT’s Brookside Elementary School while she ‘lived’ in Bridgeport, even though she was homeless. She was convicted of 1st-degree larceny for “stealing“ an education. But, #CollegeCheatingScandal https://t.co/sDnGLHlxwk	@EfteeB	EFTEE-BABA	Nigeria			Neutral	Sadness	Twitter						"RT @TalbertSwan Remember Tanya McDowell?

She got 12 yrs for sending her 6 yr old son to Norwalk CT’s Brookside Elementary School while she ‘lived’ in Bridgeport, even though she was homeless. 

She was convicted of 1st-degree larceny for “stealing“ an education.

But, #CollegeCheatingScandal https://t.co/sDnGLHlxwk"	Retweet		
1119922674682216448		http://twitter.com/schotziejlk/status/1119922674682216448	And here you have it... you knew there would be a light almost nonexistent penalty. #collegeadmissionsscandal #CollegeCheatingScandal	@schotziejlk	Cupcake Schotzie	United States of America	Wisconsin	Milwaukee	Negative	Unclassified	Twitter						And here you have it... you knew there would be a light almost nonexistent penalty.  #collegeadmissionsscandal #CollegeCheatingScandal	Tweet		
1120082469418676224		http://twitter.com/EveryThingIsBS/status/1120082469418676224	No, it's called #damagecontrol . If she had character and integrity #FelicityHuffman would not have conspired to lie, cheat and bribe in the first place. #CollegeCheatingScandal	@EveryThingIsBS	#EverythingIsBS				Negative	Disgust	Twitter						"No, it's called #damagecontrol .
If she had character and integrity #FelicityHuffman would not have conspired to lie, cheat and bribe in the first place.
#CollegeCheatingScandal"	Tweet		
1120032703745810432		http://twitter.com/IWF/status/1120032703745810432	Cheating on a smaller level is unfortunately all too common as well. #IWed #education #VarsityBlues #CollegeCheatingScandal https://t.co/RjfM2FiltI	@IWF	IWF	United States of America	District of Columbia	Washington, D.C.	Negative	Sadness	Twitter						Cheating on a smaller level is unfortunately all too common as well. #IWed #education #VarsityBlues #CollegeCheatingScandal https://t.co/RjfM2FiltI	Tweet		
