GUID	Date (GMT)	URL	Contents	Author	Name	Country	State/Region	City/Urban Area	Category	Emotion	Source	Gender	Posts	Followers	Following	Influence Score	Post Title	Post Type	Image URL	Brand
1127167755369816064		http://twitter.com/Skiptnm4567/status/1127167755369816064	"RT @Sarah_Smarsh Scores of working-class people I know firsthand are more brilliant than kids who were my Ivy League peers. What made me a writer came from my broke family of natural storytellers, not my degree. Stop saying ""uneducated""--always an insult, never accurate. #CollegeCheatingScandal"	@Skiptnm4567	Skip				Negative	Sadness	Twitter	M					"RT @Sarah_Smarsh Scores of working-class people I know firsthand are more brilliant than kids who were my Ivy League peers. What made me a writer came from my broke family of natural storytellers, not my degree. Stop saying ""uneducated""--always an insult, never accurate. #CollegeCheatingScandal"	Retweet		
1127339169322237952		http://twitter.com/Yeetboi275/status/1127339169322237952	RT @DIFS2019 HAPPY FRIDAY FUCKERS!!! Here is a sexy co-ed who snuck into the dorm to suck this dick before she transfers. 🍆🍆💧💧 #difs2019 #difs #diitforstate #CollegeCheatingScandal #blowjob #bbc #bj #college #Freshman #sexywomen #Babe https://t.co/JV9NFRqEdn	@Yeetboi275	Yeetboi27	United States of America			Positive	Joy	Twitter						"RT @DIFS2019 HAPPY FRIDAY FUCKERS!!! Here is a sexy co-ed who snuck into the dorm to suck this dick before she transfers. 🍆🍆💧💧 #difs2019 #difs #diitforstate #CollegeCheatingScandal #blowjob #bbc #bj #college #Freshman #sexywomen #Babe https://t.co/JV9NFRqEdn"	Retweet		
1127092453713088512		http://twitter.com/MaryJanekeao/status/1127092453713088512	RT @cowboytexas Like #Trump, #LoriLoughlin believes she is above the law: Lori Loughlin feels wronged in college admissions scandal, looking to fight charges, source says https://t.co/JvXF9RgXYZ #LockHerUp #CollegeCheatingScandal	@MaryJanekeao	Mary Jane				Neutral	Unclassified	Twitter	F					RT @cowboytexas Like #Trump, #LoriLoughlin believes she is above the law: Lori Loughlin feels wronged in college admissions scandal, looking to fight charges, source says https://t.co/JvXF9RgXYZ #LockHerUp #CollegeCheatingScandal	Retweet		
1127049437203664901		http://twitter.com/newscetera/status/1127049437203664901	Most College Attendees are from Cities. #education #CollegeCheatingScandal #UniversitySchool #college #city #HigherEducation #Facts #FactsMatter #DidYouKnow #research #news #business #money #today #feedly #lifestyle https://t.co/iuEMSp9uWu	@newscetera	NewsCetera	United States of America	New York	New York	Neutral	Joy	Twitter						"Most College Attendees are from Cities.  #education #CollegeCheatingScandal #UniversitySchool #college #city #HigherEducation #Facts #FactsMatter #DidYouKnow #research #news #business #money #today #feedly #lifestyle https://t.co/iuEMSp9uWu"	Tweet		
1127295623378743299		http://twitter.com/secretgames97/status/1127295623378743299	RT @DIFS2019 Another college teen taking it like a champ. Comment and let me know what you want to see more of. #difs2019 #difs #CollegeCheatingScandal #collegelife #teenagegirls #doggy #HotwifeLife https://t.co/2PXLzx7i7E	@secretgames97	♠️💵NathalieAnalPrincess👸🏽🧚‍♀️👗💄💋	United States of America			Positive	Neutral	Twitter						"RT @DIFS2019 Another college teen taking it like a champ. Comment and let me know what you want to see more of. #difs2019 #difs #CollegeCheatingScandal #collegelife #teenagegirls #doggy #HotwifeLife https://t.co/2PXLzx7i7E"	Retweet		
1127037319918305280		http://twitter.com/marypcppins/status/1127037319918305280	RT @THR College admissions scandal series in the works from @AnnapurnaPics TV https://t.co/ib7VvJiHtq #CollegeCheatingScandal https://t.co/LbkevzFHjD	@marypcppins	lady thay				Neutral	Neutral	Twitter	F					RT @THR College admissions scandal series in the works from @AnnapurnaPics TV https://t.co/ib7VvJiHtq  #CollegeCheatingScandal https://t.co/LbkevzFHjD	Retweet		
1127295572573077505		http://twitter.com/secretgames97/status/1127295572573077505	RT @DIFS2019 HAPPY FRIDAY FUCKERS!!! Here is a sexy co-ed who snuck into the dorm to suck this dick before she transfers. 🍆🍆💧💧 #difs2019 #difs #diitforstate #CollegeCheatingScandal #blowjob #bbc #bj #college #Freshman #sexywomen #Babe https://t.co/JV9NFRqEdn	@secretgames97	♠️💵NathalieAnalPrincess👸🏽🧚‍♀️👗💄💋	United States of America			Positive	Joy	Twitter						"RT @DIFS2019 HAPPY FRIDAY FUCKERS!!! Here is a sexy co-ed who snuck into the dorm to suck this dick before she transfers. 🍆🍆💧💧 #difs2019 #difs #diitforstate #CollegeCheatingScandal #blowjob #bbc #bj #college #Freshman #sexywomen #Babe https://t.co/JV9NFRqEdn"	Retweet		
1127319978368282625		http://twitter.com/x3files/status/1127319978368282625	RT @DIFS2019 Gorgeous ebony girl with a great ass can't take the BBC, watch he squirm and cry no. #CollegeCheatingScandal #difs #doitforstate #difs2019 #bbcslut #fucking #sex #rough #ebony https://t.co/PoaqB6E8pz	@x3files	XXX Files	United States of America			Positive	Sadness	Twitter						"RT @DIFS2019 Gorgeous ebony girl with a great ass can't take the BBC, watch he squirm and cry no. #CollegeCheatingScandal #difs #doitforstate #difs2019 #bbcslut #fucking #sex #rough #ebony https://t.co/PoaqB6E8pz"	Retweet		
1127202224030003201		http://twitter.com/BizzyBeeBabs/status/1127202224030003201	RT @DineshDSouza Seems these Hollywood stars who bribe and cheat on college admissions for their spoiled, dull-witted offspring are all progressives! They blabber about social justice but seek to live by a different standard, above the law and above the rest of us #CollegeCheatingScandal	@BizzyBeeBabs	anne Baron	United States of America			Neutral	Neutral	Twitter	F					RT @DineshDSouza Seems these Hollywood stars who bribe and cheat on college admissions for their spoiled, dull-witted offspring are all progressives! They blabber about social justice but seek to live by a different standard, above the law and above the rest of us #CollegeCheatingScandal	Retweet		
1127333877205356544		http://twitter.com/clara46724210/status/1127333877205356544	I will be giving out $1000 to any lucky ones who can just RT and DM... #SugarBabies #sugardaddymeet #sugarbaby #collegedude #collegecheatingscandal #Canadadaddy #Canadasugarmom #westernunion #paypal #Gayjakarta #pigg_pic #SugarMama #SugarDaddySerious https://t.co/xFV0pEwg3X	@clara46724210	clara	United States of America	Texas		Positive	Joy	Twitter	F					I will be giving out $1000 to any lucky ones who can just RT and DM... #SugarBabies #sugardaddymeet #sugarbaby #collegedude #collegecheatingscandal #Canadadaddy #Canadasugarmom #westernunion #paypal #Gayjakarta #pigg_pic #SugarMama #SugarDaddySerious https://t.co/xFV0pEwg3X	Tweet		
