1121194462619873280		http://twitter.com/AdaSanc55958804/status/1121194462619873280	#I need a good and trustworthy sugar babe I will be given you $1500 weekly DM me #collegeadmissionsscandal #collegestudents #sugarbaby #sugardaddy #sugarbabywanted #sugarbabbies #sugardaddies	@AdaSanc55958804	Ada Sanchez	United States of America	Florida		Positive	Joy	Twitter	F					"#I need a good and trustworthy sugar babe I will be given you $1500 weekly DM me 
#collegeadmissionsscandal
#collegestudents #sugarbaby #sugardaddy #sugarbabywanted #sugarbabbies #sugardaddies"	Tweet		
1121094147136466949		http://twitter.com/HelloGlobalchic/status/1121094147136466949	RT @TheTalkCBS Lori Loughlin and husband Mossimo Giannulli claim “we didn’t know” for their defense in #collegeadmissionsscandal. Allegedly arguing mastermind Rick Singer didn't share how he would use the $500k to get their kids into school. 🗣Do you think “we didn’t know” is a good defense? https://t.co/PJG7bRMC21	@HelloGlobalchic	LadyTiger				Neutral	Neutral	Twitter						"RT @TheTalkCBS Lori Loughlin and husband Mossimo Giannulli claim “we didn’t know” for their defense in #collegeadmissionsscandal. Allegedly arguing mastermind Rick Singer didn't share how he would use the $500k to get their kids into school.


🗣Do you think “we didn’t know” is a good defense? https://t.co/PJG7bRMC21"	Retweet		
1121125865960685568		http://twitter.com/amandabnews/status/1121125865960685568	RT @DMAnews1 #BREAKING: Former university tennis coach Michael Center has pled guilty in connection w/ accepting a $100,000 bribe to secure the admission of a purported student-athlete to the university. Sentencing is scheduled for Oct. 30th. #CollegeAdmissionsScandal	@amandabnews	Amanda Blomquist	United States of America	Massachusetts	Boston	Neutral	Neutral	Twitter	F					RT @DMAnews1 #BREAKING: Former university tennis coach Michael Center has pled guilty in connection w/ accepting a $100,000 bribe to secure the admission of a purported student-athlete to the university. Sentencing is scheduled for Oct. 30th. #CollegeAdmissionsScandal	Retweet		
1121108999993036801		http://twitter.com/RonPaul4Constit/status/1121108999993036801	RT @EpochTimes A former assistant coach at the @USC and a former senior executive are the latest people to plead guilty to charges in connection with #bribery and #fraud relating to the #CollegeAdmissionsScandal. https://t.co/Laq4faQew7	@RonPaul4Constit	❌RonPaul4Constitution  ⏳⭐⭐⭐				Neutral	Neutral	Twitter						RT @EpochTimes A former assistant coach at the @USC and a former senior executive are the latest people to plead guilty to charges in connection with #bribery and #fraud relating to the #CollegeAdmissionsScandal. https://t.co/Laq4faQew7	Retweet		
1121166253375283200		http://twitter.com/maudefindlay9/status/1121166253375283200	RT @TheTalkCBS Lori Loughlin and husband Mossimo Giannulli claim “we didn’t know” for their defense in #collegeadmissionsscandal. Allegedly arguing mastermind Rick Singer didn't share how he would use the $500k to get their kids into school. 🗣Do you think “we didn’t know” is a good defense? https://t.co/PJG7bRMC21	@maudefindlay9	Maude Findlay				Neutral	Neutral	Twitter	F					"RT @TheTalkCBS Lori Loughlin and husband Mossimo Giannulli claim “we didn’t know” for their defense in #collegeadmissionsscandal. Allegedly arguing mastermind Rick Singer didn't share how he would use the $500k to get their kids into school.


🗣Do you think “we didn’t know” is a good defense? https://t.co/PJG7bRMC21"	Retweet		
1121125028806815744		http://twitter.com/FindCollegeFit/status/1121125028806815744	RT @Ronjini Check out @FindCollegeFit on @Fundable https://t.co/kQsVlkDLUc They have created a AI-based matching up that finds the right #Academic #financial and #social fit. #crowdfunding #teens #parents #collegeadmissionsscandal	@FindCollegeFit	BridgeToCollege	United States of America	California	San Francisco	Neutral	Neutral	Twitter						RT @Ronjini Check out @FindCollegeFit  on @Fundable https://t.co/kQsVlkDLUc They have created a AI-based matching up that finds the right #Academic #financial and #social fit. #crowdfunding #teens #parents #collegeadmissionsscandal	Retweet		
1121133365246062592		http://twitter.com/kiikitovar/status/1121133365246062592	RT @DMAnews1 #BREAKING: Former university tennis coach Michael Center has pled guilty in connection w/ accepting a $100,000 bribe to secure the admission of a purported student-athlete to the university. Sentencing is scheduled for Oct. 30th. #CollegeAdmissionsScandal	@kiikitovar	Kissssyme	United States of America	California	Los Angeles	Neutral	Neutral	Twitter						RT @DMAnews1 #BREAKING: Former university tennis coach Michael Center has pled guilty in connection w/ accepting a $100,000 bribe to secure the admission of a purported student-athlete to the university. Sentencing is scheduled for Oct. 30th. #CollegeAdmissionsScandal	Retweet		
1121126387400753152		http://twitter.com/Zachman12/status/1121126387400753152	RT @DMAnews1 #BREAKING: Former university tennis coach Michael Center has pled guilty in connection w/ accepting a $100,000 bribe to secure the admission of a purported student-athlete to the university. Sentencing is scheduled for Oct. 30th. #CollegeAdmissionsScandal	@Zachman12	Zach man				Neutral	Neutral	Twitter	M					RT @DMAnews1 #BREAKING: Former university tennis coach Michael Center has pled guilty in connection w/ accepting a $100,000 bribe to secure the admission of a purported student-athlete to the university. Sentencing is scheduled for Oct. 30th. #CollegeAdmissionsScandal	Retweet		
1121185527590522881		http://twitter.com/KeepitRealTea/status/1121185527590522881	"#lorilaughlin #Admissions #collegeadmissionsscandal #whiteprivilege Wealthy white privilege people in fake I didn't know "" La La Land"" am pretty sure their air head daughters grades didn't reflect those Ivey League University requirements!"	@KeepitRealTea	KeepitrealTee	United States of America			Neutral	Unclassified	Twitter						"#lorilaughlin #Admissions #collegeadmissionsscandal #whiteprivilege 

Wealthy white privilege people in fake I didn't know "" La La Land"" am pretty sure their air head daughters grades didn't reflect those Ivey League University requirements!"	Tweet		
1121086165128548352		http://twitter.com/Tina91763128/status/1121086165128548352	RT @EpochTimes A former assistant coach at the @USC and a former senior executive are the latest people to plead guilty to charges in connection with #bribery and #fraud relating to the #CollegeAdmissionsScandal. https://t.co/Laq4faQew7	@Tina91763128	Tina				Neutral	Neutral	Twitter	F					RT @EpochTimes A former assistant coach at the @USC and a former senior executive are the latest people to plead guilty to charges in connection with #bribery and #fraud relating to the #CollegeAdmissionsScandal. https://t.co/Laq4faQew7	Retweet		
1121108519208534019		http://twitter.com/ckolacia/status/1121108519208534019	RT @EpochTimes A former assistant coach at the @USC and a former senior executive are the latest people to plead guilty to charges in connection with #bribery and #fraud relating to the #CollegeAdmissionsScandal. https://t.co/Laq4faQew7	@ckolacia	MCKolacia				Neutral	Neutral	Twitter						RT @EpochTimes A former assistant coach at the @USC and a former senior executive are the latest people to plead guilty to charges in connection with #bribery and #fraud relating to the #CollegeAdmissionsScandal. https://t.co/Laq4faQew7	Retweet		
1121117392032022529		http://twitter.com/LAmag/status/1121117392032022529	Now with #USC’s central role in the massive #collegeadmissionsscandal, the school is once more the butt of a joke. The “University of Spoiled Children” tag is back. And its had a hard time growing up. Read our May cover story: https://t.co/n7n1QGAeDy	@LAmag	Los Angeles Magazine	United States of America	California	Los Angeles	Neutral	Joy	Twitter						"Now with #USC’s central role in the massive #collegeadmissionsscandal, the school is once more the butt of a joke. The “University of Spoiled Children” tag is back. And its had a hard time growing up. 

Read our May cover story: https://t.co/n7n1QGAeDy"	Reply		
1120844561608318979		http://twitter.com/AAMcCaig1/status/1120844561608318979	RT @AdriftSWVA @CNNPolitics That is an irresponsible and ignorant statement from someone with no experience in politics. He has no business commenting publicly on things he knows little of. It's said HIS Harvard acceptance was paid for by his father's donations just like the #CollegeAdmissionsScandal.	@AAMcCaig1	A. A. McCaig				Negative	Sadness	Twitter						RT @AdriftSWVA @CNNPolitics That is an irresponsible and ignorant statement from someone with no experience in politics. He has no business commenting publicly on things he knows little of. It's said HIS Harvard acceptance was paid for by his father's donations just like the #CollegeAdmissionsScandal.	Retweet		
1121014175046733824		http://twitter.com/ReggieTwit2010/status/1121014175046733824	What's the responsibility of those #educational institutions in the #collegeadmissionsscandal?	@ReggieTwit2010	TheFlipSideMedia				Neutral	Unclassified	Twitter						What's the responsibility of those #educational institutions in the #collegeadmissionsscandal?	Tweet		
1121117682651357184		http://twitter.com/NBC10Boston/status/1121117682651357184	RT @CConnNBCBoston The former head tennis coach at @UTAustin is in federal court today. Michael Center is accused of taking $100,000 in bribes to pretend an applicant was an athletic recruit. He is planning to plead guilty. #CollegeAdmissionsScandal	@NBC10Boston	NBC10 Boston	United States of America	Massachusetts	Boston	Negative	Neutral	Twitter						RT @CConnNBCBoston The former head tennis coach at @UTAustin is in federal court today. Michael Center is accused of taking $100,000 in bribes to pretend an applicant was an athletic recruit. He is planning to plead guilty. #CollegeAdmissionsScandal	Retweet		
1121126033867124736		http://twitter.com/bostonherald/status/1121126033867124736	RT @DMAnews1 #BREAKING: Former university tennis coach Michael Center has pled guilty in connection w/ accepting a $100,000 bribe to secure the admission of a purported student-athlete to the university. Sentencing is scheduled for Oct. 30th. #CollegeAdmissionsScandal	@bostonherald	Boston Herald	United States of America	Massachusetts	Boston	Neutral	Neutral	Twitter						RT @DMAnews1 #BREAKING: Former university tennis coach Michael Center has pled guilty in connection w/ accepting a $100,000 bribe to secure the admission of a purported student-athlete to the university. Sentencing is scheduled for Oct. 30th. #CollegeAdmissionsScandal	Retweet		
1121087737040461825		http://twitter.com/townhallcom/status/1121087737040461825	RT @obrienc2 Oh Lori. https://t.co/qBwrxoqscE #collegeadmissionsscandal #CollegeCheatingScandal	@townhallcom	Townhall.com	United States of America	District of Columbia	Washington, D.C.	Neutral	Neutral	Twitter						"RT @obrienc2 Oh Lori.
https://t.co/qBwrxoqscE #collegeadmissionsscandal #CollegeCheatingScandal"	Retweet		
1120897443846139904		http://twitter.com/gregsandiego/status/1120897443846139904	@ArtWong128 Third also. We must have crossed paths at the Sun God thing. Good old UCSD. The school that didn't make the cut for the #CollegeAdmissionsScandal Just wasn't cool enough.	@gregsandiego	Greg Scott	United States of America			Negative	Joy	Twitter	M					"@ArtWong128 Third also. We must have crossed paths at the Sun God thing. 
Good old UCSD.

 The school that didn't make the cut for the #CollegeAdmissionsScandal 

Just wasn't cool enough."	Reply		
1120924400667254784		http://twitter.com/BlackSoulRhythm/status/1120924400667254784	The latest Black Soul Rhythms Digest! https://t.co/AgvCLXt76l Thanks to @KoodoosLearning #college #collegeadmissionsscandal	@BlackSoulRhythm	Mizz DIBOU	United States of America	New York	New York	Neutral	Joy	Twitter						The latest Black Soul Rhythms Digest! https://t.co/AgvCLXt76l Thanks to @KoodoosLearning #college #collegeadmissionsscandal	Tweet		
1121167391906390016		http://twitter.com/LAmag/status/1121167391906390016	RT @LAmag Now with #USC’s central role in the massive #collegeadmissionsscandal, the school is once more the butt of a joke. The “University of Spoiled Children” tag is back. And its had a hard time growing up. Read our May cover story: https://t.co/n7n1QGAeDy	@LAmag	Los Angeles Magazine	United States of America	California	Los Angeles	Neutral	Joy	Twitter						"RT @LAmag Now with #USC’s central role in the massive #collegeadmissionsscandal, the school is once more the butt of a joke. The “University of Spoiled Children” tag is back. And its had a hard time growing up. 

Read our May cover story: https://t.co/n7n1QGAeDy"	Retweet		
1121095911516639233		http://twitter.com/LiamEversedge11/status/1121095911516639233	RT @TheTalkCBS Lori Loughlin and husband Mossimo Giannulli claim “we didn’t know” for their defense in #collegeadmissionsscandal. Allegedly arguing mastermind Rick Singer didn't share how he would use the $500k to get their kids into school. 🗣Do you think “we didn’t know” is a good defense? https://t.co/PJG7bRMC21	@LiamEversedge11	Liam Eversedge				Neutral	Neutral	Twitter	M					"RT @TheTalkCBS Lori Loughlin and husband Mossimo Giannulli claim “we didn’t know” for their defense in #collegeadmissionsscandal. Allegedly arguing mastermind Rick Singer didn't share how he would use the $500k to get their kids into school.


🗣Do you think “we didn’t know” is a good defense? https://t.co/PJG7bRMC21"	Retweet		
