GUID	Date (GMT)	URL	Contents	Author	Name	Country	State/Region	City/Urban Area	Category	Emotion	Source	Gender	Posts	Followers	Following	Influence Score	Post Title	Post Type	Image URL	Brand
1123324631874584576		http://twitter.com/radicallonjas/status/1123324631874584576	RT @KaMack_ To my fellow working class/first-gen students, plz remember this next time you start to feel imposter syndrome. Never doubt your abilities. You’ve done far more with far less. You are smart. You are capable. You belong. #collegeadmissionsscandal https://t.co/7kkPMxU4TE	@radicallonjas	RIP Nana				Neutral	Joy	Twitter						RT @KaMack_ To my fellow working class/first-gen students, plz remember this next time you start to feel imposter syndrome. Never doubt your abilities. You’ve  done far more with far less. You are smart. You are capable. You belong. #collegeadmissionsscandal https://t.co/7kkPMxU4TE	Retweet		
1123272273832624129		http://twitter.com/JohnnyRikky/status/1123272273832624129	Need to pay your bills ? Dm and RT and you might be the next one #SugarBabiesNeeded #SugarDaddySerious #sugarbabies #sugardaddy #sugardaddieswanted #SugarBabieswanted #seekingarrangement #sugarmommyneeded #sugardaddywanted #collegeadmissionsscandal https://t.co/OGFGz1cNyN	@JohnnyRikky	Jackson Randy	United States of America	Washington	Seattle	Neutral	Neutral	Twitter	M					"Need to pay your bills ? Dm and RT and you might be the next one
#SugarBabiesNeeded #SugarDaddySerious #sugarbabies #sugardaddy #sugardaddieswanted #SugarBabieswanted
#seekingarrangement
#sugarmommyneeded
 #sugardaddywanted 
#collegeadmissionsscandal
https://t.co/OGFGz1cNyN"	Tweet		
1123292278469083136		http://twitter.com/EdwardA65960685/status/1123292278469083136	Need to pay your bills ? Dm and RT and you might be the next one #SugarBabiesNeeded #SugarDaddySerious #sugarbabies #sugardaddy #sugardaddieswanted #SugarBabieswanted #seekingarrangement #sugarmommyneeded #sugardaddywanted #collegeadmissionsscandal https://t.co/H3XmAkoxSG	@EdwardA65960685	Edward Arnold	United States of America			Neutral	Neutral	Twitter	M					"Need to pay your bills ? Dm and RT and you might be the next one
#SugarBabiesNeeded #SugarDaddySerious #sugarbabies #sugardaddy #sugardaddieswanted #SugarBabieswanted
#seekingarrangement
#sugarmommyneeded
 #sugardaddywanted 
#collegeadmissionsscandal
https://t.co/H3XmAkoxSG"	Tweet		
1123332139334995968		http://twitter.com/DoughertyJC/status/1123332139334995968	WEDNESDAY: 2 parents set to plead Guilty in #collegeadmissionsscandal #7News https://t.co/AlkcjkSCEw	@DoughertyJC	Justin Dougherty	United States of America	Massachusetts	Boston	Neutral	Neutral	Twitter	M					WEDNESDAY: 2 parents set to plead Guilty in #collegeadmissionsscandal #7News https://t.co/AlkcjkSCEw	Tweet		
1123029995905929216		http://twitter.com/talking2world/status/1123029995905929216	RT @Ricca_19 @robin_ked @KAT40811334 @JSWDH1 @Michaelcraddo16 @RedDragonFly19 @us_poll @robikil @Rebashoenfelt1 @JoanofArc1776 @WWG1WGA @tanksmom2000 @DinahLawrence16 @TheTruthIsTell1 @liltilgerlil @45HarisonHarold @duckmeat01 @nancy_annmarie @Cat69Q @JapuntichKim @mrskennystabler @Standingfreedo1 @kabamur_taygeta @JayleneMarie1 @LyndaMo85130479 @celtgunn @TerryBickersta2 @EdieHall787 @Lynnielee5 @Independiva @hawaiiilove @Canadiancovfefe @Uncle_Festah @maria13072138 @Dannygambit1 @IronSharpensIr4 @JimFreedom2 @Debbie40296747 @Gdsarmy7 @AlpineSanger @Nooneisnowhere @freenaynow @cinders1161 @BurntJOO @cmccbyfaith @bethlahem16 @BPPope @AlamoTim My thoughts on little satantic princess Chelsea #ClintonFoundation=#CrimesAgainstChildren #Haiti Time for our favorite GAME #WhosYourDaddy 🤔 her name will appear in the #collegeadmissionsscandal 😂😂 Heard her old boyfriend is courtesy of Bill Clinton https://t.co/rhUrOKe3MZ https://t.co/JlhmFrEDXD	@talking2world	Just Wondering	United States of America	Colorado	Boulder	Neutral	Joy	Twitter						RT @Ricca_19 @robin_ked @KAT40811334 @JSWDH1 @Michaelcraddo16 @RedDragonFly19 @us_poll @robikil @Rebashoenfelt1 @JoanofArc1776 @WWG1WGA @tanksmom2000 @DinahLawrence16 @TheTruthIsTell1 @liltilgerlil @45HarisonHarold @duckmeat01 @nancy_annmarie @Cat69Q @JapuntichKim @mrskennystabler @Standingfreedo1 @kabamur_taygeta @JayleneMarie1 @LyndaMo85130479 @celtgunn @TerryBickersta2 @EdieHall787 @Lynnielee5 @Independiva @hawaiiilove @Canadiancovfefe @Uncle_Festah @maria13072138 @Dannygambit1 @IronSharpensI	Retweet		
1123203877157793793		http://twitter.com/Supri16927567/status/1123203877157793793	RT @tristalee122 Do you need employment...if yes kind forward your message to this mail tristalee122@gmail.com .......no capital required...... #SDLive #Westworld #westernunion #CollegeCheatingScandal #collegeadmissionsscandal #collegelife #Colombia #SugarBabyTwitter #student	@Supri16927567	Supri				Positive	Neutral	Twitter						RT @tristalee122 Do you need employment...if yes kind forward your message to this mail tristalee122@gmail.com .......no capital required...... #SDLive  #Westworld #westernunion #CollegeCheatingScandal  #collegeadmissionsscandal  #collegelife #Colombia #SugarBabyTwitter #student	Retweet		
1123155227077750784		http://twitter.com/DanielleMommy1/status/1123155227077750784	Hello, I saw your profile and you are amazing. I just need a loyal baby to love and spoil with the good things of life. Text me (562) 674-0692 I want to be your super hero. #SugarBabieswanted #sugarmommy #collegeadmissionsscandal #Babys	@DanielleMommy1	DanielleMommy				Positive	Joy	Twitter						Hello, I saw your profile and you are amazing. I just need a loyal baby to love and spoil with the good things of life. Text me (562) 674-0692 I want to be your super hero. #SugarBabieswanted #sugarmommy #collegeadmissionsscandal #Babys	Tweet		
1123359080486064128		http://twitter.com/FerazOzel/status/1123359080486064128	Highest bribe in the college admission scandal came from China at $6.5 mill. Just shows, no matter how hard white ppl try, there’ll always be some Chinese dude putting in 6 times the effort. #collegeadmissionsscandal	@FerazOzel	Feraz Ozel	United States of America	California	Los Angeles	Negative	Sadness	Twitter						"Highest bribe in the college admission scandal came from China at $6.5 mill.

Just shows, no matter how hard white ppl try, there’ll always be some Chinese dude putting in 6 times the effort.

#collegeadmissionsscandal"	Tweet		
1123065736908267520		http://twitter.com/wienbar/status/1123065736908267520	How admissions and athletics intertwine at Ivy League colleges (opinion) VERY interesting explanation of athletic recruits and collegiate rules ...and #collegeadmissionsscandal https://t.co/e9ANAtf4ib	@wienbar	Sharon Wienbar	United States of America	California	San Francisco	Neutral	Surprise	Twitter	F					"How admissions and athletics intertwine at Ivy League colleges (opinion) 

VERY interesting explanation of athletic recruits and collegiate rules
...and #collegeadmissionsscandal

https://t.co/e9ANAtf4ib"	Tweet		
1123062135624306689		http://twitter.com/globalacademic/status/1123062135624306689	Here are the general college application periods you will run into. I will explain each one in more depth later in the week. Which one will you choose? #colleprep #collegelife #collegeadmissionsscandal #CollegeSigningDay #collegeapplication https://t.co/EgD9870Szj	@globalacademic	Global Academic	United States of America			Neutral	Neutral	Twitter						"Here are the general college application periods you will run into. I will explain each one in more depth later in the week. Which one will you choose?
#colleprep #collegelife #collegeadmissionsscandal #CollegeSigningDay #collegeapplication https://t.co/EgD9870Szj"	Tweet		
