1109872646307631104	2019-03-24 17:40:33	http://twitter.com/dystenium/status/1109872646307631104	Just published! The DYSTENIUM Daily™ at https://t.co/zLQAVugQfm - Publishing news from near and far, it's 100% free #dystenium #publishing #collegeadmissionsscandal #collegeadmissionscandal	@dystenium	Dystenium LLC	United States of America			Neutral	Joy	Twitter		10723	1686	1745	Just published! The DYSTENIUM Daily™ at https://t.co/zLQAVugQfm - Publishing news from near and far, it's 100% free #dystenium #publishing #collegeadmissionsscandal #collegeadmissionscandal	Tweet		
1109883052795162624	2019-03-24 18:21:55	http://twitter.com/wildlotusgirl/status/1109883052795162624	@4HAWG4 @bbusa617 ‘There must be something” bla bla bla So Embarrassing this foolishness #propagandalive #Impeach45 #TrumpRussia #MuellersReport #TechTrance #Aquaman #GameofThrones #TheDirtMovie #collegeadmissionsscandal #Powerball #isreal #BorderSecurity #SundayBrunch #MarchMadness #5GForAll #KAG	@wildlotusgirl	❌ 💋wildlotusgirl ❌	United States of America			Negative	Surprise	Twitter		30241	2452	5002	@4HAWG4 @bbusa617 ‘There must be something” bla bla bla So Embarrassing this foolishness #propagandalive #Impeach45 #TrumpRussia #MuellersReport #TechTrance #Aquaman #GameofThrones #TheDirtMovie #collegeadmissionsscandal #Powerball #isreal #BorderSecurity #SundayBrunch #MarchMadness #5GForAll #KAG	Reply		
1109897092741251072	2019-03-24 19:17:42	http://twitter.com/rachelvth/status/1109897092741251072	RT @mgafni A 72-foot yacht, a whistleblower and a congressional hearing: The first time the #Stanford #sailing team was involved in a nationwide scandal https://t.co/sO2k1z4g3J @sailing_news #collegeadmissionsscandal	@rachelvth	Rachel Raskin-Zrihen	United States of America	California	Vallejo	Neutral	Neutral	Twitter	F	12686	654	339	RT @mgafni A 72-foot yacht, a whistleblower and a congressional hearing: The first time the #Stanford #sailing team was involved in a nationwide scandal https://t.co/sO2k1z4g3J @sailing_news #collegeadmissionsscandal	Retweet		
1109859423437156352	2019-03-24 16:48:01	http://twitter.com/NelsenSusan/status/1109859423437156352	@DiamondandSilk Perhaps because his daughter's tennis coach was indicted #collegeadmissionsscandal	@NelsenSusan	Suzanne	United States of America			Neutral	Unclassified	Twitter	F	7897	2331	4874	@DiamondandSilk Perhaps because his daughter's tennis coach was indicted #collegeadmissionsscandal	Reply		
1109736422016090113	2019-03-24 08:39:15	http://twitter.com/Jreycrooks101/status/1109736422016090113	“..her parents were the ones who wanted her to get an education,” Wow. Supportive parents encourage education.. fame ain’t everything y’all..What are you going to do now with the endorsements taken from you?🤷🏽‍♂️ @oliviajadee #KnowledgeIsPower #collegeadmissionsscandal #bebetter	@Jreycrooks101	Jay R				Positive	Sadness	Twitter	M	564	36	203	“..her parents were the ones who wanted her to get an education,” Wow. Supportive parents encourage education.. fame ain’t everything y’all..What are you going to do now with the endorsements taken from you?🤷🏽‍♂️ @oliviajadee #KnowledgeIsPower #collegeadmissionsscandal #bebetter	Tweet		
1109866694976036864	2019-03-24 17:16:55	http://twitter.com/Alfred8909/status/1109866694976036864	@Simonetonj1 True, but with such a huge scandal with #collegeadmissionsscandal WHY BRING ATTENTION TO YOUR DAUGHTER?! Dre isn’t above the law, and this too will be investigated! Dre almost killed a woman, why bring attention to yourself after getting away with that?!	@Alfred8909	Mari	United States of America	California		Negative	Sadness	Twitter	F	5483	3316	4986	@Simonetonj1 True, but with such a huge scandal with #collegeadmissionsscandal WHY BRING ATTENTION TO YOUR DAUGHTER?! Dre isn’t above the law, and this too will be investigated! Dre almost killed a woman, why bring attention to yourself after getting away with that?!	Reply		
1109882242619195392	2019-03-24 18:18:41	http://twitter.com/waltdog4/status/1109882242619195392	@StephenGlahn @Brasilmagic All I know is everybody involved in the #CollegeAdmissionsScandal need to go to prison, including the spoiled rotten students. Last I checked people in college are young adults by law.	@waltdog4	Waltdog	United States of America	Arizona	Phoenix	Neutral	Disgust	Twitter		26442	744	744	@StephenGlahn @Brasilmagic All I know is everybody involved in the #CollegeAdmissionsScandal need to go to prison, including the spoiled rotten students. Last I checked people in college are young adults by law.	Reply		
1109849569624350721	2019-03-24 16:08:52	http://twitter.com/wcwyt/status/1109849569624350721	One silver lining of the #CollegeAdmissionsScandal is that #OliviaJadeGiannulli now has more time to practice her rowing. Or take up rowing. #LoriLoughlin #USCcrew #LookAtTheBrightSide	@wcwyt	Jeffrey M. Stewart	United States of America	California	Los Angeles	Positive	Unclassified	Twitter	M	846	75	115	"One silver lining of the #CollegeAdmissionsScandal is that #OliviaJadeGiannulli now has more time to practice her rowing. Or take up rowing. 
#LoriLoughlin #USCcrew #LookAtTheBrightSide"	Tweet		
1109883687326363649	2019-03-24 18:24:26	http://twitter.com/LIGpod/status/1109883687326363649	Come check out the newest episode of LIG! We discuss #entitlement in the US and the #collegeadmissionsscandal that recently broke. We also talk about the #StraussandHowe #generationaltheory. #podcast #SundayThoughts https://t.co/MWEuHW5lH6	@LIGpod	Life In General				Neutral	Neutral	Twitter		98	13	33	Come check out the newest episode of LIG! We discuss #entitlement in the US and the #collegeadmissionsscandal that recently broke. We also talk about the #StraussandHowe #generationaltheory. #podcast #SundayThoughts  https://t.co/MWEuHW5lH6	Tweet		
1109815881599639553	2019-03-24 13:55:00	http://twitter.com/phillygrants/status/1109815881599639553	The college admissions scandal shows the US is far from a meritocracy: https://t.co/NcXHSPeuLF via @urbaninstitute @dianabelliott @KregSteven #CollegeAdmissionsScandal #education #EducationEquity	@phillygrants	Office of Grants	United States of America	Pennsylvania	Philadelphia	Neutral	Neutral	Twitter		13591	3176	919	The college admissions scandal shows the US is far from a meritocracy: https://t.co/NcXHSPeuLF via @urbaninstitute @dianabelliott @KregSteven #CollegeAdmissionsScandal #education #EducationEquity	Tweet		
