GUID	Date (GMT)	URL	Contents	Author	Name	Country	State/Region	City/Urban Area	Category	Emotion	Source	Gender	Posts	Followers	Following	Influence Score	Post Title	Post Type	Image URL	Brand
1125233872365600768		http://twitter.com/frogabel/status/1125233872365600768	b'rt @frogabel motivated to start a blog but afraid to write?    @frogabel #newblogger #startup #blogging'	@frogabel	Eat That Frog	Sweden	Skåne	Kristianstad	Neutral	Joy	Twitter						RT @frogabel Motivated to start a blog but afraid to write? https://t.co/ABswnIgbyw • @frogabel #newblogger #startup #blogging https://t.co/IXouT8Ay0S	Retweet		
1125513811413405696		http://twitter.com/ShawnBalint/status/1125513811413405696	b'@kurt13warner @tombrady @joemontana especially considering you can still throw the football!!!'	@ShawnBalint	Shawn Balint	United States of America	Illinois	St. Louis	Positive	Disgust	Twitter	M					@kurt13warner @TomBrady @JoeMontana Especially considering you can still throw the football!!!	Reply		
1125212276632342528		http://twitter.com/KeeniMaree/status/1125212276632342528	b'dany wanting to keep the incest on the down low #got'	@KeeniMaree	Kee	Australia			Positive	Unclassified	Twitter						Dany wanting to keep the incest on the down low  #GoT https://t.co/Zb44OLr6af	Tweet		
1125306373309231105		http://twitter.com/sixofbros/status/1125306373309231105	b'rt @mcnarnia i blew up the picture of birdie being ready to be adopted tomorrow morning because we all need this'	@sixofbros	Kat ✨ endgame spoilers				Neutral	Joy	Twitter	F					RT @McNarnia I blew up the picture of Birdie being ready to be adopted tomorrow morning because we all need this https://t.co/UPi4wZTKx8	Retweet		
1125383978159083520		http://twitter.com/venushorizon/status/1125383978159083520	b'rt @followm2followu: essential equipment for making great bread at home more here :   #recipes'	@venushorizon	COSMIC WORLD	Israel	Tel Aviv	Tel Aviv-Yafo	Neutral	Neutral	Twitter						RT @followm2followu: Essential Equipment for Making Great Bread at Home   More here : https://t.co/HtQUt99ooU #Recipes https://t.co/ltfeOkKYv7	Tweet		
1125464041047121920		http://twitter.com/ZAMalik_15/status/1125464041047121920	b'@diwaan_e_mann yes please!'	@ZAMalik_15	Mr. Nobody 🇵🇰|🇦🇪	United Arab Emirates			Positive	Joy	Twitter	M					@Diwaan_e_Mann Yes please! 😌	Reply		
1125463250215137280		http://twitter.com/kijonesjags/status/1125463250215137280	b'happy teacher appreciation week to our wonderful staff @kijonesjags #amazingstaff #beststaff @schultz87 @halfordchrista @kristanichols09 @5thwithmrsg @christineswic @timsmithfsusd'	@kijonesjags	KI Jones Elementary	United States of America	California	Vallejo	Positive	Joy	Twitter						Happy Teacher Appreciation Week to our wonderful staff @kijonesjags #amazingstaff #beststaff @schultz87 @HalfordChrista @kristanichols09 @5thwithMrsG @ChristineSWic @TimSmithfsusd https://t.co/N6L6lEIDmj	Tweet		
1125395973126201345		http://twitter.com/UniquelyMe_KC/status/1125395973126201345	b'rt @iamwellandgood rt to spread all the positive vibes:'	@UniquelyMe_KC	UniquelyMe_KC	United States of America			Positive	Joy	Twitter						RT @iamwellandgood RT to spread all the positive vibes: ✨🦄💫🦋💕🌟	Retweet		
1125505685377224704		http://twitter.com/FandomDreemurr/status/1125505685377224704	b'rt @ioririku 31 - callout for me'	@FandomDreemurr	SHE-RA S2 SPOILERS GALORE				Neutral	Neutral	Twitter						RT @ioririku 31 - CALLOUT FOR ME https://t.co/ebgEQQ3nu6	Retweet		
1125197975100231681		http://twitter.com/_TiffanyBlake/status/1125197975100231681	b'admittedly the most toxic relationship or friendship i have had.'	@_TiffanyBlake	Tiffany Blake				Negative	Joy	Twitter	F					Admittedly the MOST toxic relationship or friendship I've had.	Tweet		
1125320962424098816		http://twitter.com/james89444/status/1125320962424098816	b'rt @logic301 homicide ft. @eminem. available everywhere now.'	@james89444	j				Neutral	Neutral	Twitter						RT @Logic301 Homicide ft. @eminem. Available everywhere now. https://t.co/5GqadEPWWr https://t.co/tnSNncfwAr	Retweet		
1125486532691996677		http://twitter.com/pietro_nurra/status/1125486532691996677	b'rt @aocrows the air force just shot down multiple missiles with a laser destined for fighter aircraft -   via @thewarzonewire @franticgoat'	@pietro_nurra	pietro nurra				Neutral	Neutral	Twitter	M					RT @AOCrows The Air Force Just Shot Down Multiple Missiles With A Laser Destined For Fighter Aircraft -  https://t.co/Fw3HKPGLDX via @thewarzonewire @FranticGoat https://t.co/n07YVSv1eB	Retweet		
1125488141945659396		http://twitter.com/alphabetmiggy/status/1125488141945659396	b'rt @tulsigabbard we need to take the trillions being spent on regime change wars, the new cold war & arms race, & reinvest those dollars in the needs of our communities--quality healthcare for all, protecting the environment, improving education, rebuilding our crumbling infrastructure, & more.'	@alphabetmiggy	miggy				Neutral	Neutral	Twitter						RT @TulsiGabbard We need to take the trillions being spent on regime change wars, the new Cold War & arms race, & reinvest those dollars in the needs of our communities--quality healthcare for all, protecting the environment, improving education, rebuilding our crumbling infrastructure, & more. https://t.co/nziORqkosO	Retweet		
1125239774531338241		http://twitter.com/_meliifernandez/status/1125239774531338241	b'rt @urfavhoeal me after doing 3 squats and drinking an ounce of water'	@_meliifernandez	Meli ❥				Neutral	Neutral	Twitter						RT @urfavhoeal Me after doing 3 squats and drinking an ounce of water  https://t.co/B8r3cXzeNT	Retweet		
1125495081342054400		http://twitter.com/mahf_jaki/status/1125495081342054400	b'rt @playboyblizzy my non-muslim friends be shook when i tell em my fiancee was never my girlfriend lmao, you all just do not understaaaand issok'	@mahf_jaki	mahf	United Kingdom	East Midlands	Northampton	Neutral	Sadness	Twitter						RT @PlayboyBlizzy my non-Muslim friends be shook when I tell em my fiancée was never my girlfriend lmao, y’all just don’t understaaaand issok	Retweet		
1125299025660350465		http://twitter.com/Aom_3012/status/1125299025660350465	b'rt @bts_twt we will always remember you rosebowl. army, we are so beautiful and shined brighter than anyone else. we promise that we will come back. thank you'	@Aom_3012	นูกูเซโย๊~~~~	Thailand	Central	Bangkok	Positive	Joy	Twitter						RT @BTS_twt We’ll always remember you Rosebowl.  ARMY, We’re so beautiful and shined brighter than anyone else.  We promise that we’ll come back. Thank U 🥺😍 고마워요 아미 💜💕 https://t.co/NmeNq6HOZC	Retweet		
1125252664948920320		http://twitter.com/KannenbergHeidi/status/1125252664948920320	b'rt @jennifermerr this is my porn'	@KannenbergHeidi	Heidi	United States of America	Wisconsin		Neutral	Joy	Twitter	F					RT @jennifermerr this is my porn https://t.co/5B5MugEjMO	Retweet		
1125450356157063171		http://twitter.com/fluffyseokjins/status/1125450356157063171	b'@jiminieyolo @bts_twt awww ily'	@fluffyseokjins	Jenni🌻 | ARSD📌				Positive	Joy	Twitter	F					@jiminieyolo @BTS_twt AWWW ILY💓	Reply		
1125444395505819660		http://twitter.com/siyooluvr/status/1125444395505819660	b'@borasloser omg borasloser'	@siyooluvr	siyoo's slave				Positive	Unclassified	Twitter						@borasloser omg borasloser	Reply		
1125479711944081408		http://twitter.com/manu134340/status/1125479711944081408	b'rt @fairrypjm Perhaps the reason this night looks so beautiful Is not because of these stars or lights, but us  #armyselcaday #arsd #jimin #bts'	@manu134340	manu | arsd 📌; 21	Brazil	Rio de Janeiro		Neutral	Neutral	Twitter	M					RT @fairrypjm 𝒫𝑒𝓇𝒽𝒶𝓅𝓈 𝓉𝒽𝑒 𝓇𝑒𝒶𝓈𝑜𝓃 𝓉𝒽𝒾𝓈 𝓃𝒾𝑔𝒽𝓉 𝓁𝑜𝑜𝓀𝓈 𝓈𝑜 𝒷𝑒𝒶𝓊𝓉𝒾𝒻𝓊𝓁 𝐼𝓈 𝓃𝑜𝓉 𝒷𝑒𝒸𝒶𝓊𝓈𝑒 𝑜𝒻 𝓉𝒽𝑒𝓈𝑒 𝓈𝓉𝒶𝓇𝓈 𝑜𝓇 𝓁𝒾𝑔𝒽𝓉𝓈, 𝒷𝓊𝓉 𝓊𝓈 🌌  #ARMYSelcaDay #ARSD #JIMIN #BTS https://t.co/m094w6vs1J	Retweet		
1125475479304040452		http://twitter.com/emjmccarty/status/1125475479304040452	b'@translifeline @masjidalrabia this is great! i am a journalist and i would love to learn more about this, as well as fasting with a disability. would you please dm if interested? tia!'	@emjmccarty	Emily McCarty	United States of America	Washington	Spokane	Positive	Neutral	Twitter	F					@TransLifeline @masjidalrabia This is great! I'm a journalist and I'd love to learn more about this, as well as fasting with a disability. Would you please DM if interested? TIA!	Reply		
