1100854718778224641	2019-02-27 20:26:32	http://twitter.com/isdistribution/status/1100854718778224641	RT @Yale Ancient Babylonians studied night skies for 700 years, finding meaning in the heavens, from constellations to eclipses. This blend of science & imagination is recorded on cuneiform tablets in @yalelibrary's collection https://t.co/Z0TF5UDTmC	@isdistribution	ISD	United Kingdom	South West	Bristol	Neutral	Neutral	Twitter		618	196	270	RT @Yale Ancient Babylonians studied night skies for 700 years, finding meaning in the heavens, from constellations to eclipses. This blend of science & imagination is recorded on cuneiform tablets in @yalelibrary's collection https://t.co/Z0TF5UDTmC	Retweet		
1100834370129154048	2019-02-27 19:05:41	http://twitter.com/jaricheson/status/1100834370129154048	RT @Yale FRI 5pm: Pulitzer Prize-winning journalist & filmmaker Jose Antonio Vargas — “Dear America, Notes of an Undocumented Citizen” https://t.co/gcXOEEVPvj #YalePoynter	@jaricheson	Jennifer Richeson				Neutral	Neutral	Twitter	F	16192	4035	761	RT @Yale FRI 5pm: Pulitzer Prize-winning journalist & filmmaker Jose Antonio Vargas — “Dear America, Notes of an Undocumented Citizen” https://t.co/gcXOEEVPvj #YalePoynter	Retweet		
1100899072364478465	2019-02-27 23:22:47	http://twitter.com/LuisBar40440434/status/1100899072364478465	RT @Yale Ancient Babylonians studied night skies for 700 years, finding meaning in the heavens, from constellations to eclipses. This blend of science & imagination is recorded on cuneiform tablets in @yalelibrary's collection https://t.co/Z0TF5UDTmC	@LuisBar40440434	Luis Barros	United States of America	Florida	Miami	Neutral	Neutral	Twitter	M	9034	41	684	RT @Yale Ancient Babylonians studied night skies for 700 years, finding meaning in the heavens, from constellations to eclipses. This blend of science & imagination is recorded on cuneiform tablets in @yalelibrary's collection https://t.co/Z0TF5UDTmC	Retweet		
1100654573801406464	2019-02-27 07:11:14	http://twitter.com/HubBucket/status/1100654573801406464	RT @Yale “Representation is super important. It helps kids see themselves as future engineers or data scientists.” — Clarence Agbi '09 https://t.co/8hbFf8gouM #YaleAlumni @BlueVoyant @NSBEPro @YaleBlackAlumni	@HubBucket	HubBucket	United States of America	New York	New York	Neutral	Neutral	Twitter		181917	4635	2171	RT @Yale “Representation is super important. It helps kids see themselves as future engineers or data scientists.” — Clarence Agbi '09 https://t.co/8hbFf8gouM #YaleAlumni @BlueVoyant @NSBEPro @YaleBlackAlumni	Retweet		
1100621577748709376	2019-02-27 05:00:07	http://twitter.com/HubPublish/status/1100621577748709376	RT @Yale “I was trying to build workforces that were reflective of the Yale community. That’s where innovation occurs.” — Porter Braswell ‘11, on launching @Jopwell https://t.co/XuAHgXyxyd @Porter_Braswell #YaleAlumni	@HubPublish	HubPublish | HubBucket Digitial Historical Archive	United States of America	New York	New York	Neutral	Neutral	Twitter		2523	157	261	"RT @Yale “I was trying to build workforces that were reflective of the Yale community. That’s where innovation occurs.” — Porter Braswell ‘11, on launching @Jopwell 

https://t.co/XuAHgXyxyd @Porter_Braswell #YaleAlumni"	Retweet		
1100635013253607424	2019-02-27 05:53:30	http://twitter.com/Rosenchild/status/1100635013253607424	RT @Yale Yale hosted 24th Black Solidarity Conference, inviting 700 students from across the nation. The country's largest black student-run conference has become a highly-anticipated event https://t.co/DL0Q0GxZs3 @211ParkStreet via @WTNH	@Rosenchild	VonVictor V. Rosenchild	United States of America	New York	New York	Neutral	Neutral	Twitter		461304	10556	5172	"RT @Yale Yale hosted 24th Black Solidarity Conference, inviting 700 students from across the nation. The country's largest black student-run conference has become a highly-anticipated event

https://t.co/DL0Q0GxZs3 @211ParkStreet via @WTNH"	Retweet		
1100634782755680257	2019-02-27 05:52:35	http://twitter.com/Rosenchild/status/1100634782755680257	RT @Yale “David Blight is the foremost expert on the life and legacy of Frederick Douglass, and this is a brilliant culmination of his life’s work.” https://t.co/AmfKalMVUU @YaleGLC @Gilder_Lehrman	@Rosenchild	VonVictor V. Rosenchild	United States of America	New York	New York	Positive	Joy	Twitter		461295	10556	5168	RT @Yale “David Blight is the foremost expert on the life and legacy of Frederick Douglass, and this is a brilliant culmination of his life’s work.” https://t.co/AmfKalMVUU @YaleGLC @Gilder_Lehrman	Retweet		
1100852980922892289	2019-02-27 20:19:38	http://twitter.com/Martinacuna1965/status/1100852980922892289	RT @Yale FRI 5pm: Pulitzer Prize-winning journalist & filmmaker Jose Antonio Vargas — “Dear America, Notes of an Undocumented Citizen” https://t.co/gcXOEEVPvj #YalePoynter	@Martinacuna1965	Martín Acuña				Neutral	Neutral	Twitter	M	74761	677	455	RT @Yale FRI 5pm: Pulitzer Prize-winning journalist & filmmaker Jose Antonio Vargas — “Dear America, Notes of an Undocumented Citizen” https://t.co/gcXOEEVPvj #YalePoynter	Retweet		
1100564626943676416	2019-02-27 01:13:49	http://twitter.com/modernamy/status/1100564626943676416	RT @Yale Ancient Babylonians studied night skies for 700 years, finding meaning in the heavens, from constellations to eclipses. This blend of science & imagination is recorded on cuneiform tablets in @yalelibrary's collection https://t.co/Z0TF5UDTmC	@modernamy	Amy Kundrat				Neutral	Neutral	Twitter	F	15732	2383	2558	RT @Yale Ancient Babylonians studied night skies for 700 years, finding meaning in the heavens, from constellations to eclipses. This blend of science & imagination is recorded on cuneiform tablets in @yalelibrary's collection https://t.co/Z0TF5UDTmC	Retweet		
1100831223549755393	2019-02-27 18:53:10	http://twitter.com/Debisyoung/status/1100831223549755393	@Yale NEVER TOO EARLY FOR COLLEGE AT YALE!! https://t.co/gFpkv0S7a5	@Debisyoung	ELBA	United States of America			Neutral	Fear	Twitter		2226	205	1078	@Yale NEVER TOO  EARLY FOR COLLEGE AT YALE!! https://t.co/gFpkv0S7a5	Reply		
1100654642982281216	2019-02-27 07:11:30	http://twitter.com/HubBucket/status/1100654642982281216	RT @Yale “I was trying to build workforces that were reflective of the Yale community. That’s where innovation occurs.” — Porter Braswell ‘11, on launching @Jopwell https://t.co/XuAHgXyxyd @Porter_Braswell #YaleAlumni	@HubBucket	HubBucket	United States of America	New York	New York	Neutral	Neutral	Twitter		181918	4635	2174	"RT @Yale “I was trying to build workforces that were reflective of the Yale community. That’s where innovation occurs.” — Porter Braswell ‘11, on launching @Jopwell 

https://t.co/XuAHgXyxyd @Porter_Braswell #YaleAlumni"	Retweet		
1100636905438367744	2019-02-27 06:01:01	http://twitter.com/Rosenchild/status/1100636905438367744	RT @Yale Kristian Henderson ’09 BA, ’10 MPH has several dream jobs, all inspired by commitment to health in Black community — teaching health policy at GWU, yoga instruction, & running all-natural marketplace @BLKandGRN https://t.co/XnD3Bpl5rM @yalewomen @YaleBlackAlumni #YaleAlumni	@Rosenchild	VonVictor V. Rosenchild	United States of America	New York	New York	Neutral	Neutral	Twitter		461343	10556	5212	"RT @Yale Kristian Henderson ’09 BA, ’10 MPH has several dream jobs, all inspired by commitment to health in Black community — teaching health policy at GWU, yoga instruction, & running all-natural marketplace @BLKandGRN

https://t.co/XnD3Bpl5rM @yalewomen @YaleBlackAlumni #YaleAlumni"	Retweet		
1100559817662517249	2019-02-27 00:54:42	http://twitter.com/AlejandroGatje5/status/1100559817662517249	RT @Yale Ancient Babylonians studied night skies for 700 years, finding meaning in the heavens, from constellations to eclipses. This blend of science & imagination is recorded on cuneiform tablets in @yalelibrary's collection https://t.co/Z0TF5UDTmC	@AlejandroGatje5	Alejandro Gatjens				Neutral	Neutral	Twitter	M	76	27	104	RT @Yale Ancient Babylonians studied night skies for 700 years, finding meaning in the heavens, from constellations to eclipses. This blend of science & imagination is recorded on cuneiform tablets in @yalelibrary's collection https://t.co/Z0TF5UDTmC	Retweet		
